budget,genres,id,release_date,revenue,title,year
33000000,"['Horror', 'Science Fiction', 'Thriller']",8843,2000-08-17,104155843,The Cell,2000
35000000,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",12437,2009-01-22,91353501,Underworld: Rise of the Lycans,2009
33000000,"['Horror', 'Action', 'Science Fiction']",1576,2002-03-15,102984862,Resident Evil,2002
40000000,"['Action', 'Thriller', 'Science Fiction']",49530,2011-10-27,173930596,In Time,2011
35000000,"['Science Fiction', 'Action', 'Thriller']",169,1990-11-20,57120318,Predator 2,1990
35000000,['Science Fiction'],3604,1980-09-01,27107960,Flash Gordon,1980
30000000,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",8836,2008-07-24,68369434,The X Files: I Want to Believe,2008
35000000,"['Action', 'Comedy', 'Science Fiction']",11918,2008-03-27,25871834,Superhero Movie,2008
34000000,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",198663,2014-09-10,348319861,The Maze Runner,2014
35000000,"['Drama', 'Adventure', 'Science Fiction', 'Romance']",1381,2006-09-06,15304890,The Fountain,2006
75000000,"['Drama', 'Science Fiction', 'Thriller']",2900,1999-08-26,19598588,The Astronaut's Wife,1999
30000000,"['Horror', 'Action', 'Thriller', 'Science Fiction']",71469,2011-12-22,64626786,The Darkest Hour,2011
32350000,"['Adventure', 'Action', 'Science Fiction']",1892,1983-05-23,572700000,Return of the Jedi,1983
30000000,"['Action', 'Thriller', 'Science Fiction']",13460,2008-03-14,22211426,Doomsday,2008
32000000,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",9294,1996-07-05,152036382,Phenomenon,1996
32000000,"['Thriller', 'Science Fiction', 'Mystery']",45612,2011-03-30,147332697,Source Code,2011
32000000,"['Action', 'Science Fiction', 'Thriller', 'Crime']",31867,2010-03-18,18409891,Repo Men,2010
70000000,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",10253,2007-02-08,53587404,Dragon Wars: D-War,2007
34000000,"['Action', 'Adventure', 'Thriller', 'Science Fiction']",698,1979-06-26,210308099,Moonraker,1979
31000000,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",10559,2000-04-28,68106245,Frequency,2000
30000000,['Science Fiction'],17654,2009-08-05,210819611,District 9,2009
30000000,"['Action', 'Thriller', 'Science Fiction']",59967,2012-09-26,47042000,Looper,2012
30000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",172,1989-06-09,70200000,Star Trek V: The Final Frontier,1989
27000000,"['Action', 'Science Fiction']",865,1987-11-13,38122105,The Running Man,1987
30000000,"['Action', 'Fantasy', 'Science Fiction']",9823,1997-11-21,51376861,Mortal Kombat: Annihilation,1997
30000000,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",12244,2009-08-19,48428063,9,2009
30000000,"['Action', 'Crime', 'Science Fiction', 'Thriller']",9271,1995-08-04,24048000,Virtuosity,1995
30000000,"['Science Fiction', 'Action', 'Thriller']",9920,2006-03-03,31070211,Ultraviolet,2006
26000000,"['Horror', 'Thriller', 'Science Fiction']",37707,2009-10-06,0,Splice,2009
37000000,"['Comedy', 'Fantasy', 'Science Fiction']",10658,1986-08-01,37962774,Howard the Duck,1986
30000000,"['Action', 'Science Fiction']",10350,1999-03-11,0,Wing Commander,1999
100000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller']",14164,2009-04-01,0,Dragonball Evolution,2009
25000000,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",11058,2004-04-30,30114487,Godsend,2004
30000000,"['Animation', 'Science Fiction']",192577,2013-09-07,17137302,Space Pirate Captain Harlock,2013
27000000,"['Thriller', 'Science Fiction', 'Action', 'Crime']",8831,1994-09-15,101646581,Timecop,1994
28000000,"['Science Fiction', 'Drama', 'Thriller']",78,1982-06-25,33139618,Blade Runner,1982
28000000,"['Action', 'Horror', 'Science Fiction']",10016,2001-08-24,14010832,Ghosts of Mars,2001
27000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",174,1991-12-05,96900000,Star Trek VI: The Undiscovered Country,1991
27000000,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']",9825,1999-07-15,56870414,Lake Placid,1999
27000000,"['Mystery', 'Science Fiction']",2666,1998-02-27,27200316,Dark City,1998
26000000,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",1551,1990-08-09,61489265,Flatliners,1990
26000000,"['Adventure', 'Family', 'Science Fiction', 'Thriller']",15028,2002-03-17,38793283,Clockstoppers,2002
26000000,"['Action', 'Fantasy', 'Science Fiction']",8011,1994-11-29,36800000,Highlander: The Final Dimension,1994
26000000,"['Science Fiction', 'Mystery', 'Thriller']",238615,2015-07-10,30523226,Self/less,2015
25000000,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",12589,2001-12-21,80936232,Jimmy Neutron: Boy Genius,2001
25000000,"['Action', 'Thriller', 'Science Fiction']",7191,2008-01-15,170764026,Cloverfield,2008
25000000,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",1497,1991-03-22,78000000,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
25000000,"['Drama', 'Science Fiction']",227156,2014-08-11,66980456,The Giver,2014
20000000,"['Adventure', 'Action', 'Horror', 'Science Fiction', 'Thriller']",11237,2004-08-26,70992898,Anacondas: The Hunt for the Blood Orchid,2004
30000000,"['Thriller', 'Science Fiction']",22825,2009-09-17,33333531,The Box,2009
25000000,"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']",11954,1985-06-20,0,Lifeforce,1985
25000000,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",24264,1984-08-17,5778353,Sheena,1984
25000000,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",9067,1995-03-31,4064495,Tank Girl,1995
25000000,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",8338,2008-05-14,19844979,Blindness,2008
24000000,"['Science Fiction', 'Adventure']",168,1986-11-25,133000000,Star Trek IV: The Voyage Home,1986
24000000,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",10208,1999-07-14,16290976,Muppets from Space,1999
28000000,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",26672,1993-09-23,669276,The Thief and the Cobbler,1993
18000000,"['Adventure', 'Action', 'Science Fiction']",1891,1980-05-17,538400000,The Empire Strikes Back,1980
23000000,"['Thriller', 'Science Fiction', 'Action']",2787,2000-02-18,53187659,Pitch Black,2000
23000000,"['Romance', 'Science Fiction', 'Drama']",152601,2013-12-18,47351251,Her,2013
22700000,"['Comedy', 'Science Fiction']",957,1987-06-24,38119483,Spaceballs,1987
22000000,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",5550,1993-04-17,10696210,RoboCop 3,1993
18000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",10724,1982-06-13,70687344,Firefox,1982
21000000,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",1499,1993-03-17,42000000,Teenage Mutant Ninja Turtles III,1993
21000000,"['Horror', 'Thriller', 'Science Fiction']",7341,1999-03-11,17762705,The Rage: Carrie 2,1999
15000000,"['Action', 'Thriller', 'Science Fiction', 'Horror']",1946,1999-04-14,2856712,eXistenZ,1999
20000000,"['Science Fiction', 'Drama']",840,1977-11-16,303788635,Close Encounters of the Third Kind,1977
20000000,"['Adventure', 'Family', 'Science Fiction', 'Action']",9570,1979-12-18,35841901,The Black Hole,1979
20000000,"['Science Fiction', 'Drama', 'Romance']",38,2004-03-19,72258126,Eternal Sunshine of the Spotless Mind,2004
20000000,"['Comedy', 'Action', 'Science Fiction']",107985,2013-07-18,46089287,The World's End,2013
20000000,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']",19901,2009-01-06,51416464,Daybreakers,2009
20000000,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",9954,2006-09-08,37597471,The Covenant,2006
20000000,"['Action', 'Thriller', 'Science Fiction']",81796,2012-04-12,32204030,Lockout,2012
8700000,"['Animation', 'Science Fiction', 'Thriller']",3509,2006-05-25,7659918,A Scanner Darkly,2006
20000000,"['Action', 'Science Fiction', 'Thriller']",7299,2002-12-06,5359645,Equilibrium,2002
20000000,"['Animation', 'Fantasy', 'Science Fiction']",8953,2004-07-17,0,Steamboy,2004
20000000,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",43935,2011-03-16,4634062,Dylan Dog: Dead of Night,2011
19000000,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",105,1985-07-03,381109762,Back to the Future,1985
18000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",157,1984-05-31,87000000,Star Trek III: The Search for Spock,1984
16000000,"['Thriller', 'Action', 'Science Fiction']",218043,2014-10-03,19682924,Left Behind,2014
16500000,"['Science Fiction', 'Comedy', 'Crime']",816,1997-05-02,67683989,Austin Powers: International Man of Mystery,1997
18000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",106,1987-06-11,98235548,Predator,1987
18000000,"['Adventure', 'Drama', 'Science Fiction']",245703,2016-02-18,6212282,Midnight Special,2016
2700000,"['Romance', 'Science Fiction', 'Horror', 'Action', 'Crime']",10017,1986-11-21,3500000,The Wraith,1986
3500000,"['Horror', 'Science Fiction']",8408,1985-07-19,34000000,Day of the Dead,1985
18000000,"['Action', 'Animation', 'Science Fiction']",9389,2006-03-16,1831348,Renaissance,2006
18500000,"['Horror', 'Action', 'Thriller', 'Science Fiction']",679,1986-07-18,183316455,Aliens,1986
17000000,"['Comedy', 'Family', 'Science Fiction']",21765,2003-10-10,0,Good Boy!,2003
17000000,"['Action', 'Adventure', 'Science Fiction']",11411,1987-07-23,19300000,Superman IV: The Quest for Peace,1987
17000000,"['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction', 'Thriller']",4723,2006-05-15,374743,Southland Tales,2006
17000000,"['Action', 'Adventure', 'Science Fiction']",25763,1977-09-10,8720000,Damnation Alley,1977
20000000,"['Comedy', 'Science Fiction']",12120,1988-12-09,13854000,My Stepmother is an Alien,1988
16000000,"['Thriller', 'Science Fiction', 'Mystery']",1090,1999-04-16,18564088,The Thirteenth Floor,1999
16000000,"['Science Fiction', 'Action', 'Adventure']",8854,1997-08-15,1686429,Steel,1997
15500000,"['Comedy', 'Horror', 'Science Fiction']",9035,2006-03-31,0,Slither,2006
15000000,"['Horror', 'Mystery', 'Science Fiction']",9276,1998-12-25,40283321,The Faculty,1998
15000000,"['Horror', 'Thriller', 'Science Fiction']",1562,2007-04-26,64238440,28 Weeks Later,2007
15000000,"['Mystery', 'Horror', 'Science Fiction']",9424,1998-07-24,17507368,Disturbing Behavior,1998
25000000,"['Action', 'Fantasy', 'Science Fiction']",12211,2000-09-01,15843608,Highlander: Endgame,2000
15000000,"['Comedy', 'Science Fiction']",68,1985-02-20,0,Brazil,1985
15000000,"['Drama', 'Romance', 'Science Fiction']",42188,2010-09-15,9455232,Never Let Me Go,2010
92620000,"['Drama', 'Science Fiction']",19,1927-01-10,650422,Metropolis,1927
12000000,"['Action', 'Thriller', 'Science Fiction']",10045,2004-11-09,9584131,District B13,2004
7000000,"['Thriller', 'Science Fiction']",262543,2014-10-09,0,Automata,2014
11000000,"['Horror', 'Science Fiction']",11470,2001-07-24,16951798,Jason X,2001
13300000,"['Thriller', 'Science Fiction', 'Drama']",97370,2014-03-14,5380251,Under the Skin,2014
13000000,"['Science Fiction', 'Thriller']",1954,2004-01-22,96060858,The Butterfly Effect,2004
12000000,"['Science Fiction', 'Comedy', 'Family']",22345,1999-03-12,36450736,Baby Geniuses,1999
18000000,"['Science Fiction', 'Horror', 'Thriller']",5876,2007-11-21,57096190,The Mist,2007
15000000,"['Drama', 'Science Fiction']",264660,2015-01-21,36869414,Ex Machina,2015
13000000,"['Family', 'Adventure', 'Science Fiction']",238603,2014-06-14,45300000,Earth to Echo,2014
13000000,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']",5172,2006-10-15,11130889,The Astronaut Farmer,2006
14350531,"['Action', 'Comedy', 'Science Fiction']",59678,2011-05-12,3964682,Attack the Block,2011
3100000,"['Romance', 'Science Fiction']",59457,2010-07-15,0,Womb,2010
12000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",154,1982-06-03,96800000,Star Trek II: The Wrath of Khan,1982
12000000,"['Thriller', 'Science Fiction']",860,1983-06-03,79567667,WarGames,1983
15000000,"['Science Fiction', 'Drama', 'Thriller']",76726,2012-02-01,145000000,Chronicle,2012
5000000,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",36819,1981-07-13,42365581,Time Bandits,1981
12000000,"['Horror', 'Science Fiction', 'Thriller']",13812,2008-10-10,40855419,Quarantine,2008
12000000,"['Horror', 'Science Fiction']",31915,1979-01-01,54000000,Prophecy,1979
12000000,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",34549,2001-10-05,17292381,Max Keeble's Big Move,2001
12000000,"['Science Fiction', 'Thriller']",227719,2015-01-30,32248241,Project Almanac,2015
8000000,"['Action', 'Thriller', 'Science Fiction']",12088,1992-09-30,6739141,Fortress,1992
11000000,"['Horror', 'Drama', 'Science Fiction']",1255,2006-07-27,88489643,The Host,2006
12000000,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",844,2004-05-20,19271312,2046,2004
7500000,"['Thriller', 'Science Fiction', 'Mystery']",10133,2002-10-01,0,Cypher,2002
12000000,['Science Fiction'],61984,2010-12-01,11212294,Space Battleship Yamato,2010
11000000,"['Adventure', 'Action', 'Science Fiction']",11,1977-05-25,775398007,Star Wars,1977
12000000,['Science Fiction'],31909,1986-01-01,4884663,Invaders from Mars,1986
10500000,"['Science Fiction', 'Mystery', 'Adventure']",62,1968-04-10,68700000,2001: A Space Odyssey,1968
10500000,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",601,1982-04-03,792910554,E.T. the Extra-Terrestrial,1982
10000000,"['Adventure', 'Comedy', 'Science Fiction']",1648,1989-02-17,40485039,Bill & Ted's Excellent Adventure,1989
10000000,"['Science Fiction', 'Animation', 'Comedy', 'Family']",19405,2001-01-27,44460850,Recess: School's Out,2001
12305523,"['Action', 'Adventure', 'Science Fiction']",9355,1985-06-29,36230219,Mad Max Beyond Thunderdome,1985
10000000,"['Horror', 'Thriller', 'Science Fiction']",10163,1992-03-05,32101000,The Lawnmower Man,1992
10000000,"['Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",15301,1983-06-24,29450919,Twilight Zone: The Movie,1983
10000000,"['Horror', 'Science Fiction', 'Thriller']",11336,1983-10-21,20766616,The Dead Zone,1983
10000000,"['Mystery', 'Science Fiction', 'Thriller']",22824,2009-11-06,42333295,The Fourth Kind,2009
10000000,['Science Fiction'],42684,2010-11-11,66821036,Skyline,2010
10000000,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",88005,2012-06-22,9636289,Seeking a Friend for the End of the World,2012
10000000,"['Action', 'Horror', 'Thriller', 'Science Fiction']",17577,2009-05-26,0,The Devil's Tomb,2009
9500000,"['Horror', 'Science Fiction']",106845,2015-10-16,0,Re-Kill,2015
9300000,"['Animation', 'Science Fiction']",11827,1981-08-07,0,Heavy Metal,1981
7400000,"['Drama', 'Science Fiction']",62215,2011-05-26,21817298,Melancholia,2011
11000000,"['Horror', 'Action', 'Thriller', 'Science Fiction']",348,1979-05-25,104931801,Alien,1979
10000000,"['Horror', 'Comedy', 'Science Fiction']",68684,2011-03-16,0,Detention,2011
9000000,"['Action', 'Science Fiction', 'Comedy']",10179,1984-03-16,0,The Ice Pirates,1984
8800000,"['Thriller', 'Mystery', 'Science Fiction']",11588,2004-01-15,0,The I Inside,2004
9000000,['Science Fiction'],8069,1968-10-10,2500000,Barbarella,1968
5000000,"['Horror', 'Thriller', 'Science Fiction']",170,2002-10-31,82719885,28 Days Later,2002
8000000,"['Science Fiction', 'Animation']",149,1988-07-16,553171,Akira,1988
7500000,"['Drama', 'Romance', 'Science Fiction', 'Thriller']",2577,2003-09-02,0,Code 46,2003
9000000,"['Adventure', 'Action', 'Romance', 'Science Fiction']",10803,1976-06-23,25000000,Logan's Run,1976
7,"['Thriller', 'Action', 'Horror', 'Science Fiction', 'Crime']",13006,1992-05-01,5,Split Second,1992
7000000,"['Drama', 'Science Fiction']",110402,2013-02-27,1310673,Hard to Be a God,2013
7000000,"['Adventure', 'Science Fiction']",13001,2008-03-11,8900000,Stargate: The Ark of Truth,2008
6500000,"['Science Fiction', 'Thriller']",10514,1971-03-12,12376563,The Andromeda Strain,1971
6400000,"['Action', 'Thriller', 'Science Fiction']",218,1984-10-26,78371200,The Terminator,1984
6000000,"['Science Fiction', 'Action']",1103,1981-05-22,50244700,Escape from New York,1981
6000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",27549,1991-06-08,869325,Beastmaster 2: Through the Portal of Time,1991
5952000,"['Horror', 'Mystery', 'Science Fiction']",837,1983-02-04,2120439,Videodrome,1983
5500000,"['Comedy', 'Science Fiction']",33155,1980-06-06,4865000,Galaxina,1980
5100000,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']",16633,1980-10-02,0,Somewhere in Time,1980
15000000,"['Thriller', 'Science Fiction', 'Drama']",333371,2016-03-10,108286421,10 Cloverfield Lane,2016
5000000,"['Adventure', 'Drama', 'Science Fiction']",173,1954-12-23,28200000,"20,000 Leagues Under the Sea",1954
5000000,"['Horror', 'Thriller', 'Science Fiction']",50357,2011-07-20,25562924,Apollo 18,2011
5500000,"['Fantasy', 'Animation', 'Science Fiction', 'Family']",20455,2000-03-17,0,Digimon: The Movie,2000
5000000,"['Science Fiction', 'Drama']",17431,2009-06-12,9760104,Moon,2009
5000000,"['Drama', 'Science Fiction', 'Mystery']",199933,2014-09-12,846704,Atlas Shrugged Part III: Who is John Galt?,2014
5000000,"['Horror', 'Science Fiction', 'Thriller']",18442,2004-02-27,0,Decoys,2004
5000000,"['Horror', 'Thriller', 'Science Fiction']",57876,2015-05-15,0,Area 51,2015
5000000,"['Drama', 'Action', 'Thriller', 'Science Fiction']",11935,1977-12-10,0,Capricorn One,1977
4000000,"['Horror', 'Science Fiction']",29426,2010-05-06,0,Survival of the Dead,2010
4000000,"['Action', 'Horror', 'Science Fiction', 'Thriller']",8337,1988-11-23,13008928,They Live,1988
650000,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",52015,2010-09-30,33245,Stake Land,2010
2400000,"['Science Fiction', 'Horror']",125490,2012-09-19,0,Antiviral,2012
3000000,"['Science Fiction', 'Horror', 'Thriller']",158015,2013-05-31,89328627,The Purge,2013
3000000,"['Adventure', 'Science Fiction', 'Mystery']",1685,1970-05-01,18999718,Beneath the Planet of the Apes,1970
3000000,"['Comedy', 'Family', 'Science Fiction']",34086,1990-04-27,15369573,Spaced Invaders,1990
3000000,"['Action', 'Horror', 'Science Fiction', 'Thriller']",15158,1988-07-08,7282851,Phantasm II,1988
3000000,['Science Fiction'],38541,2011-03-13,22000,The Divide,2011
2800000,"['Comedy', 'Science Fiction']",3034,1974-12-15,86273333,Young Frankenstein,1974
2000000,"['Horror', 'Action', 'Science Fiction']",13025,2007-09-08,5364858,Diary of the Dead,2007
2600000,"['Science Fiction', 'Thriller']",14139,2007-09-20,553198,Timecrimes,2007
2500000,"['Horror', 'Mystery', 'Science Fiction']",10676,1982-10-22,14400000,Halloween III: Season of the Witch,1982
2500000,"['Action', 'Science Fiction']",1687,1971-05-20,12348905,Escape from the Planet of the Apes,1971
2500000,"['Science Fiction', 'Comedy', 'Drama', 'Crime']",84329,2012-08-16,3325038,Robot & Frank,2012
2500000,"['Drama', 'Science Fiction', 'Thriller']",20764,2008-12-10,107559,Sleep Dealer,2008
30000000,"['Adventure', 'Comedy', 'Science Fiction']",7512,2006-09-01,495303,Idiocracy,2006
2500000,"['Action', 'Adventure', 'Science Fiction']",146631,2012-12-14,0,U.F.O.,2012
2000000,"['Comedy', 'Romance', 'Science Fiction']",11561,1973-12-17,18344729,Sleeper,1973
2000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",8810,1981-12-24,24600832,Mad Max 2: The Road Warrior,1981
2000000,"['Action', 'Adventure', 'Science Fiction']",24746,1998-09-18,124494,Six-String Samurai,1998
2000000,"['Comedy', 'Science Fiction', 'Romance', 'Horror']",28260,1993-10-01,54207,Return of the Living Dead 3,1993
1700000,"['Action', 'Science Fiction']",1705,1973-06-15,8844595,Battle for the Planet of the Apes,1973
1800000,"['Action', 'Science Fiction']",205126,2013-06-27,0,Independence Daysaster,2013
1700000,"['Action', 'Science Fiction']",1688,1972-06-29,9700000,Conquest of the Planet of the Apes,1972
1500000,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']",13820,1984-02-20,2300000,Repo Man,1984
1500000,"['Horror', 'Mystery', 'Science Fiction']",23963,2009-03-06,32000,Pontypool,2009
1,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']",46729,2005-10-01,0,Fetching Cody,2005
1377800,"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']",2661,1966-07-30,0,Batman,1966
1250000,"['Horror', 'Science Fiction']",23730,1984-08-31,3412497,C.H.U.D.,1984
1100000,"['Fantasy', 'Science Fiction', 'Horror']",50037,2010-12-03,0,Beyond the Black Rainbow,2010
1000000,"['Adventure', 'Drama', 'Science Fiction']",811,1972-03-09,0,Silent Running,1972
1000000,"['Adventure', 'Horror', 'Action', 'Science Fiction']",10643,1999-12-11,10037390,Godzilla 2000,1999
1000000,"['Drama', 'Science Fiction']",320146,2016-03-11,0,Creative Control,2016
1000000,"['Drama', 'Fantasy', 'Science Fiction']",13856,2006-01-30,7202,Special,2006
1000000,"['Science Fiction', 'Drama', 'Music']",269057,2014-09-08,0,Bang Bang Baby,2014
950000,"['Drama', 'Romance', 'Science Fiction']",29146,1968-09-23,814666,Charly,1968
750000,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",84332,2012-06-08,4007792,Safety Not Guaranteed,2012
500000,"['Horror', 'Science Fiction']",30315,1977-08-24,17000000,Kingdom of the Spiders,1977
500000,"['Drama', 'Thriller', 'Science Fiction']",43933,2010-06-18,4242978,Monsters,2010
500000,"['Horror', 'Science Fiction', 'Thriller']",18045,2005-03-11,0,The Dark Hours,2005
350000,"['Science Fiction', 'Family']",371690,2015-10-20,0,Rotor DR1,2015
300000,"['Action', 'Comedy', 'Science Fiction']",13282,1975-04-27,8000000,Death Race 2000,1975
250000,"['Thriller', 'Science Fiction', 'Mystery']",431,1997-09-09,501818,Cube,1997
250000,"['Science Fiction', 'Drama']",70687,1997-06-06,0,The Sticky Fingers of Time,1997
210000,"['Adventure', 'Horror', 'Science Fiction']",35073,1953-06-13,5000000,"The Beast from 20,000 Fathoms",1953
400000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",9659,1979-04-12,100000000,Mad Max,1979
100000,"['Drama', 'Science Fiction']",55420,2011-07-22,1776935,Another Earth,2011
10000,"['Drama', 'Fantasy', 'Horror', 'Science Fiction']",985,1977-03-19,7000000,Eraserhead,1977
75000,['Science Fiction'],360188,2015-09-29,0,Queen Crab,2015
62000,"['Horror', 'Science Fiction']",33468,1962-02-25,0,The Brain That Wouldn't Die,1962
4000000,"['Thriller', 'Science Fiction']",242095,2014-03-15,600896,The Signal,2014
7000,"['Science Fiction', 'Drama', 'Thriller']",14337,2004-10-08,424760,Primer,2004
